"Adresse","Type de contenu","Taille (octets)","Liens entrants IMG","Indexabilité","Statut d'indexabilité","Dimensions"
"https://deltaco.com/files/menu/item/2-DEL-910_Promo-2-Website-Images_HERO_Cafe-De-Olla-Coffee_R1﹖v=4.057.png","image/png","74168","1","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-091-GPicedtea_450x355﹖v=4.057.jpg","image/jpeg","25999","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-579_Promo_8_Product_Hero_Image_Orange_Juice_860x480﹖v=4.057.png","image/png","133246","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Fountain-Drinks_HERO_R1﹖v=4.057.png","image/png","488269","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-324-Promo-6_Category_Pure-Life_450x355﹖v=4.057.jpg","image/jpeg","14012","1","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-324-Promo-6_Category_Snack-taco_450x355﹖v=4.057.jpg","image/jpeg","67482","1","Indexable","",""
"https://deltaco.com/files/menu/item/3-DEL-579_Promo_8_Product_Iced_Coffee_Hero_Image_860x480﹖v=4.057.png","image/png","223766","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Mini-Cheddar-Quesadilla_HERO_R1﹖v=4.057.png","image/png","259388","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-324-Promo-6_Product_Hero_Snack-Taco_860x480﹖v=4.057.png","image/png","302563","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_ChickenStreetTaco_THUMB﹖v=4.057.jpg","image/jpeg","63364","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-436_Promo7_Web_BeanAndCheeseBurritos_Thumb_R1﹖v=4.057.jpg","image/jpeg","39431","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-600-%20Value%20test_Beanandcheese-Cup_HERO﹖v=4.057.png","image/png","141486","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Mini_Cheddar-Quesadilla_THUMB_R1﹖v=4.057.jpg","image/jpeg","21973","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Crispy-Chicken-Tacos-Update_THUMB_R1﹖v=4.057.jpg","image/jpeg","34440","1","Indexable","",""
"https://deltaco.com/files/menu/item/crunchtada-tostada﹖v=4.057.png","image/png","91220","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-155_Promo-3-Web-Images_Hero_3LayerQuesoNachos_860x480﹖v=4.057.png","image/png","469930","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-155_Promo-3-Web-Images_Thumbnail_3LayerQuesoNachos_450x355﹖v=4.057.jpg","image/jpeg","70041","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-116_Promo4_Category_Image_Cheddar_Rollers_450x355﹖v=4.057.jpg","image/jpeg","75335","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_ChickenStreetTaco_HERO﹖v=4.057.png","image/png","364097","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-600--Value-test_Beanandcheese-Cup_THUMB﹖v=4.057.jpg","image/jpeg","18184","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Crispy-Chicken-Tacos_HERO_R1﹖v=4.057.png","image/png","388451","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-436_Promo7_Web_BeanAndCheeseBurritos_HERO_R1﹖v=4.057.png","image/png","415682","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-116_Promo4_Product_Hero_Image_Cheddar_Rollers_860x480﹖v=4.057.png","image/png","306237","1","Indexable","",""
"https://deltaco.com/files/menu/item/thumb_crunchtada﹖v=4.057.jpg","image/jpeg","48550","1","Indexable","",""
"https://deltaco.com/files/menu/item/3-DEL-324-Promo-6_Category_Snack-taco_450x355-1.jpg","image/jpeg","31181","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890_Promo_3_Digital_Assets_Website_Images_ChickenStreetTaco_THUMB-1.jpg","image/jpeg","23736","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-672_Promo_1_Hero_Image_Carne_Del_Carbon_Taco_860x480-1.png","image/png","57974","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-143_Promo_5_Website_Images_HERO_Chipotle_Crispy_Chicken_R1-1.png","image/png","80644","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-022-Promo-2-Website_Thumbnail_Grilled-Chicken-Soft-Taco_450x355-1.jpg","image/jpeg","39215","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-143_Promo_5_Website_Images_Thumbnail_Ranch_Crispy_Chicken_R1-1.jpg","image/jpeg","37428","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Beer-Battered-Fish-Taco_THUMB_R1-1.jpg","image/jpeg","33972","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468_Promo_7__Web_Carne-Asada-Steak-Street-Guacd-Up-Taco_THUMB_R1-1.jpg","image/jpeg","25519","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-324-Promo-6_Product_Hero_Snack-Taco_860x480-1.png","image/png","70558","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-468_Promo_7__Web_Crispy-Chicken-Guacd-Up-Taco_THUMB_R1-1.jpg","image/jpeg","36532","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890_Promo_3_Digital_Assets_Website_Images_ChickenStreetTaco_HERO-1.png","image/png","57334","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-276_Promo-5-Website-Images_Thumbnail_The-Del-Taco_450x355-1.jpg","image/jpeg","48299","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468_Promo_7__Web_Carne-Asada-Steak-Street-Guacd-Up-Taco_HERO_R1-1.png","image/png","63812","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-143_Promo_5_Website_Images_HERO_Ranch_Crispy_Chicken_R1-1.png","image/png","80496","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-276_Promo-5-Website-Images_Hero_The-Del-Taco_860x480-1.png","image/png","82543","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-143_Promo_5_Website_Images_Thumbnail_Chipotle_Crispy_Chicken_R1-1.jpg","image/jpeg","38580","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-324-Promo-6_Grill-Chix-Taco_Hero_Image_860x480-1.png","image/png","74854","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-276_Promo-5-Website-Images_Hero_CarneAsadaSteakBreakfastBurrito_860x480_R2﹖v=4.057.png","image/png","414289","1","Indexable","",""
"https://deltaco.com/files/menu/item/4-DEL-579_Promo_8_Category_Image_Iced_Coffee_450x355﹖v=4.057.jpg","image/jpeg","24082","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Bacon-Breakfast-Burrito-Meal_HERO_R1﹖v=4.057.png","image/png","458292","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-276_Promo-5-Website-Images_Thumbnail_CarneAsadaSteakBreakfastBurrito_450x355﹖v=4.057.jpg","image/jpeg","83927","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-910_Promo-2-Website-Images_HERO_Breakfast-Burrito-Meal_R1﹖v=4.057.png","image/png","294857","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-246-Promo-5_Product_Hero_Breakfats-Rollers_860x480﹖v=4.057.png","image/png","238833","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-246-Promo-5_Category_Breakfast-Rollers_450x355﹖v=4.057.jpg","image/jpeg","15043","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-579_Promo_8_Product_Hero_Image_Orange_Juice_860x480﹖v=4.057.png","image/png","133246","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Bacon-Breakfast-Burrito-Meal_THUMB_R1﹖v=4.057.jpg","image/jpeg","44106","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Carne-Asada-Steak-Breakfast-Burrito-Meal_THUMB_R1﹖v=4.057.jpg","image/jpeg","45056","1","Indexable","",""
"https://deltaco.com/files/menu/item/3-DEL-910_Promo-2-Website-Images_Thumbnail_Cafe-De-Olla-Coffee_R1S﹖v=4.057.jpg","image/jpeg","13691","1","Indexable","",""
"https://deltaco.com/files/menu/item/4-DEL-579_Promo_8_Product_Iced_Coffee_Hero_Image_860x480﹖v=4.057.png","image/png","223766","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-910_Promo-2-Website-Images_Thumbnail_Hash-Brown-Sticks_R2﹖v=4.057.jpg","image/jpeg","15253","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-579_Promo_8_Category_Image_Orange_Juice_450x355﹖v=4.057.jpg","image/jpeg","42881","1","Indexable","",""
"https://deltaco.com/files/menu/item/3-DEL-910_Promo-2-Website-Images_HERO_Cafe-De-Olla-Coffee_R1﹖v=4.057.png","image/png","74168","1","Indexable","",""
