"Adresse","Type de contenu","Code HTTP","Statut","Crawl profondeur","Liens entrants"
"https://www.order.store/store/quick-loos/xPpKBiJ3SrG9dZohgL9ngA","","0","Bloqué par robots.txt","4","3"
"https://deliveroo.fr/fr/menu/perpignan/moulin-a-vent/quick-perpignan-drive","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-perpignan-drive/ny7KCbQIQhmfypdlJfDQFA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/arras/arras-saint-aubin/quick-arras?utm_medium=affiliate&utm_source=google_maps_link&fulfillment_type=DELIVERY","text/html; charset=utf-8","200","OK","4","1"
"https://www.ubereats.com/fr/store/quick-arras/OCmvZoTPXuKrz_V8DL458g?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-gonfreville/f2PDzcPNQt6uCsdAIsYfLg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-toulouse-mirail/dmZ6zl1SRY2v4X1oLuFxfA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/toulouse/mirail-universite/quick-toulouse-mirail","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-chambly/85aepf0fT9qItEs4V8SmHg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-tourcoing/wnz3nAK_Sli7gcI6VyCXzQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-echirolles-2/KjcWI36tSJGBnQaD4A5Utw","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-bethune/6nzlUDmjViW6gXq2Cz5oCQ","","0","Bloqué par robots.txt","4","2"
"https://deliveroo.fr/fr/menu/clermont-ferrand/centre-ville/quick-clermont-ferrand","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-clermont-ferrand/nRQYZzXjT_aNranhW5UJkQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-champs-elysees-2/pbTx0_hEW7-RSdbWNvj7GQ","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/paris-8eme-etoile/quick-champs-elysees/","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-pontault-combault-les-arpents/vNf7cEwQTIS1opJAKaomuA","","0","Bloqué par robots.txt","4","1"
"https://www.ubereats.com/fr/store/quick-valenciennes-petite-foret/EmaNXeziUVW_DIuEo6dmiA","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-marseille-le-merlan/sd2HnqmjS0C3HVKOs0Rspg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-creil-nogent-sur-oise/As9HVScvUW2hXh1Ifx5oOg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-brive-beauregard/9jyQd-s8QBikzfJd2pboyA","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-sartrouville/JVSNHN2mSQ-bQR6byps5YA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/marseille/marseille-malpasse/quick-marseille-le-merlan","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-nancy-mazagran/m-sWqhuUSlyb4UPvxNYhLQ","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/sartrouville-lunion/quick-sartrouville","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-aulnay/yFPzCnaiSgiauRQ5nC5mRA","","0","Bloqué par robots.txt","4","1"
"https://www.ubereats.com/fr/store/quick-dunkerque/DlDx9I9UWbWLxbbYv5lQtQ?srsltid=AfmBOoreF5LdT1QXZ4w4oEGUwFV8QVnD-jRu_WryyvdNFmbyA6ZESkCj","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-montauban/5f0vKFuUQRWdfLyRdMN0Lg","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/nancy/charles-iii-centre-ville/quick-nancy-mazagran","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-les-mureaux/UEAm1cxYXtG2to0nSmLl6A","","0","Bloqué par robots.txt","4","1"
"https://www.just-eat.fr/","text/html","301","Moved Permanently","4","2"
"https://deliveroo.fr/fr/menu/paris/les-mureaux/quick-les-mureaux","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/Lens/lens-mericourt/quick-noyelles-godault?day=today&geohash=u0fnu4tfsyqm&time=ASAP","text/html; charset=utf-8","200","OK","4","2"
"https://www.ubereats.com/fr/store/quick-noyelles-godault/mrbcz0OxXF6zBv52Ubl_Jg?diningMode=DELIVERY","text/html; charset=utf-8","200","OK","4","2"
